text,selected_text,sentiment
sick sad miss martini loung tonight,sick sad,negative
seem realli quiet tonight jealou clearli excit life bed think,seem realli quiet tonight jealou clearli excit life bed think,neutral
realli wish spare cash buy new punch wii,realli wish spare cash buy new punch wii,negative
aw go toronto anymor,go,negative
sorri hear mom realli suck,sorri,negative
feel hope smooth flight safe mucho amor boston,feel hope smooth flight safe,positive
sleep watch hgtv afraid infomerci take,sleep,negative
get famili readi kayle graduat gon na make sad,sad,negative
sweet dream,sweet dream,positive
hay wat ur aim chat,hay wat ur aim chat,neutral
okay kool might tour summer long make happen,okay kool might tour summer long make happen,neutral
pain big toe got stomp hokey cokeu throb anyon suggest heal,pain,negative
time watch op dead like sleep,time watch op dead like sleep,neutral
dinner grandma sinc mum,dinner grandma sinc mum,neutral
haha thank histori invent televis influenc america lol,haha thank histori invent televis influenc america lol,positive
yea wassup,yea wassup,neutral
stupid job idk,stupid,negative
shop til drop come bac sunshin miss u,shop til drop come bac sunshin miss u,negative
like pic lucki girl,like,positive
thank anxieti issu year think make first coupl day fine,thank anxieti issu,neutral
around hour left day weekend waaaay much work,around hour left day weekend waaaay much work,neutral
feel love mom got nikon cool pix birthday,love,positive
attempt somehow extend inner class would close closur find ref atm,attempt somehow extend inner class would close closur find ref atm,neutral
ye join us requir cupcak donat,ye join us requir cupcak donat,neutral
hard time talk new peopl pretti sure make good impress,hard,negative
_rc haha yup still terribl headach super swollen puffi eye dont think im go today ugh,terribl headach super swollen puffi eye dont think im go today ugh,negative
access site,access site,neutral
sun shin last,sun shin last,positive
slowest train ever stop everywher miss quick train minut,slowest train ever,negative
nup cd either whole bunch zero one free,nup cd either whole bunch zero one free,neutral
graduat day feel like failur,graduat day feel like failur,neutral
op lol wasnt suppos got twitter,op lol wasnt suppos got twitter,neutral
think ever tierd life ugh goodnight sleep tomorrow,think ever tierd life u,negative
u go today girl,u go today girl,neutral
doesnt want anymor,doesnt want anymor,negative
bad hair day,bad hair day,negative
headach,headach,negative
sorri guy sign sorri everi,sorri,negative
okay okay like rest sane popul world hate monday,okay okay like rest sane popul world hate monday,neutral
mozart requiem,mozart requiem,neutral
think bit love creation wit physic attract although great style,think bit love creation wit physic attract although great style,neutral
_a_michael hey thank anoth great day go sleep chat tomorrow sweet dream,thank anoth great day,positive
bet cool sr huh stop sweat sinc noon dad pack,huh,negative
ohshnapsss piss blair usual hahah yeeeah bake cooki,ohshnapsss piss blair usual hahah yeeeah bake cooki,neutral
bueno hollykin need feel better asap p miss done uni soon soproudofy,bueno hollykin need feel better asap p miss done uni soon soproudofyo,neutral
cool mother awesom hair style wish happi mother day,awesom,positive
happi mother day mother,happi,positive
express watch,express watch,neutral
stupid bipolar weather ruin day,stupid,negative
want tell think bodi odour,want tell think bodi odour,negative
nice beta easport still news onlin madden,nice beta easport still news onlin madden,neutral
that pretti bad qualiti probabl worst pic u post till date,bad,negative
miss call,miss,negative
unfortun us look like funni peopl twitter move fb start flitter,unfortun,negative
came back karaok eat dinner emili sooooo much fun,fun,positive
discrimin bad thing learn say children would say master year ago,discrimin bad thing,positive
sure talk fabul part though sorri dear,sure talk fabul part though sorri dear,neutral
see sec clip new moon trailer etonlin com check big teas though,teas,negative
got back work feel pretti good work,got back work feel pretti good,positive
ahhh satz blend save,ahhh satz blend save,neutral
matter bet would great love right go,matter bet would great love right go,positive
dh finish make giant trio candi bar thank heaven work mate treat tomorrow,thank heaven,positive
ear pop,ear pop,neutral
work diffus irrit traffic sure help mother f alway real bad day th help plan stuff,bad,negative
submit resum day saw answer back oh well,answer back,negative
catch week lost grey hous quiet,catch week lost grey hous quiet,neutral
love ryan housewif make smile,smile,positive
sooo kinda sick n tire bs guy dish,kinda sick n tire,negative
boo hope fake alien stori tinfoil cover beachbal photo,boo,negative
hey phillll wazzuppppp,hey phillll wazzuppppp,neutral
miss westcott micro apollo,miss,negative
great buy lunch get pay cut next month,great,positive
final gone beach yeaaaah,final gone beach yeaaaah,positive
_ranjan ever mention nice awesom dude,awesom,positive
last weekday noth school start next week,last weekday noth school start next week,neutral
hello gorgeou girl nice new pic today,gorgeou girl,positive
ok duet hyster lol,hyster,positive
ok turn twitter devic updat get new batteri phone goe fulli charg dead hour,ok turn twitter devic updat get new batteri phone goe fulli charg dead hour,neutral
michel hot mama chichi grand,michel hot mama chichi grand,neutral
either way alway tend make followfriday list sweeti rock much,rock much,positive
one know like boil peanut,one know like boil peanut,neutral
watch th episod numb rs love throwback first episod use sprinkler theori,love,positive
sleepi feel weather ugh tonsil need compani somebodi talk,ugh tonsil,negative
pleas get cell phone better camera pictur real bad qualiti compar miley took,pleas get cell phone better camera pictur real bad qualiti compar miley took,neutral
_ichigo tri carri aswel bless suppos mayb kid,bless,positive
booziest weekend long time good fun though,good fun,positive
count hour lost sunshin weekend,lost,negative
plan tri call doctor though go well mostli plan,though go well,negative
hoooray hook alreadi,hoooray hook alreadi,neutral
ok good day,good,positive
agre everybodi would excit goe ohhhh nooooo ms screw,agre everybodi would excit goe ohhhh nooooo ms screw,neutral
edg left contributor list month issu x ff werd,edg left contributor list month issu,neutral
ooo growl yummi time come soon huh oh yeah hunt combo tshirt think find one,ooo growl yummi time come soon huh oh yeah hunt combo tshirt think find one,neutral
im back z index problem,im back z index problem,negative
anyon bore work,bore work,negative
hate life moment mani no delic littl mind take,hate,negative
check start new tee limit edit differ way check facebook group,check start new tee limit edit differ way check facebook group,neutral
husband girl,husband girl,neutral
think vega good idea place see,think vega good idea place see,neutral
first day summer suck overcast cold summer,suck,negative
hi one kiwi artist anoth kiwi artist,hi one kiwi artist anoth kiwi arti,neutral
say happi mother day mom,happi mother day,positive
oooo ok havent accept friend request,oooo ok havent accept friend requ,neutral
sorri tweet bgt poor wonder crazi weird greg fair silli littl girl never go cope urgh fair,sorri,negative
_michel thank follow love good caus,love good caus,positive
avail area would,avail area,negative
friday hour free tomorrow oh well,friday hour free tomorrow oh well,neutral
meet time iï ½m tri win someth prize friday,meet time iï ½m tri win someth prize friday,neutral
wait cramp,cramp,negative
philosophi final today thank day,thank,positive
plan go follow ok,plan go follow ok,neutral
_what_ let guess skip sport bought new pinkish outfit,_what_ let guess skip sport bought new pinkish outfit,neutral
rain pleas come,rain pleas come,neutral
pleasur,pleasur,neutral
st present senior board fml,fml,negative
lol know funni ahaha,funni,positive
wide awak grouchi,grouchi,negative
thought thing get wors get even wors tonight bet life miseri,wors,negative
app,app,neutral
lol hi emmi latin would help studi aptitud test get grad school that wan na take,would help studi aptitud test,positive
supper tonight kurumi minut,supper tonight kurumi minut,neutral
_kap think cute everi night okay,cute,positive
happi skool let today last day yippe r p jackson tyler morri alway love never forgotten,love,positive
hi mariah,hi mariah,neutral
_your home cat right,_your home cat right,neutral
where music mannnn inbox still empti,inbox still empti,negative
atm oh yeah appl juic rebel,rebel,negative
sorri still sick u know know u guess pelzer present,sorri,negative
nice one,nice,positive
exam today go get licens renew birthday get closer,exam today go get licens renew birthday get closer,neutral
got ta get creativ mother day gift gon na win love,love,positive
think gon na rain,think gon na rain,neutral
aah well friend wonder great weather good,good,positive
yrbook sign w evryon fun gna miss evryth,yrbook sign w evryon fun gna miss evryth,neutral
lost artist abil,lost,negative
close enough could run get one,close enough could run get one,neutral
